,title,city,address,stars,text,textTranslated,text_PL,text_EN
5260,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,"Kebab smaczny, miła obsługa! Byłam z koleżanką i dostałyśmy po lizaku, bardzo polecam! <3",,"Kebab smaczny, miła obsługa! Byłam z koleżanką i dostałyśmy po lizaku, bardzo polecam! <3","Kebab tasty, nice service! I was with a friend and we got a lollipop, I highly recommend! <3"
5265,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,fajnie 😍❤️,,fajnie 😍❤️,That's cool.
5266,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,mega miła obsługa i przystojna szczególnie pan na kasie ;) polecam każdemu,,mega miła obsługa i przystojna szczególnie pan na kasie ;) polecam każdemu,Mega nice service and handsome gentleman especially at the register;) I recommend everyone
5267,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Dobre jedzenie i miła obsługa:),,Dobre jedzenie i miła obsługa:),Good food and nice service:)
5268,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Bardzo miła obsługa i dobry kebab,,Bardzo miła obsługa i dobry kebab,Very nice service and good kebab
5271,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Very nice place and gorgeous owners🤩,Bardzo ładne miejsce i cudowni właściciele🤩,Bardzo ładne miejsce i cudowni właściciele🤩,Very nice place and wonderful owners.
5273,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,"Bardzo miła obsługa, pyszne jedzenie i klimatyczna restauracja❤️❤️. Polecam",,"Bardzo miła obsługa, pyszne jedzenie i klimatyczna restauracja❤️❤️. Polecam","Very nice service, delicious food and a climate restaurant. I recommend"
5276,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Jak zwykle perfekcja , smaczne i obsługa taka jaką chciało by się widzieć w innych ""jadłodajniach""",,"Jak zwykle perfekcja , smaczne i obsługa taka jaką chciało by się widzieć w innych ""jadłodajniach""","As usual, perfection, tasty and service as you would like to see in other ""eathouses"""
5278,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",1,Obsługa zero kultury 😳😳,,Obsługa zero kultury 😳😳,Zero culture support
5281,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Super wow mega rollo,,Super wow mega rollo,Super wow mega rollo
5284,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",1,Zatrucie pokarmowe po zjedzeniu kebaba(3 osoby - te same objawy). Odradzam!!,,Zatrucie pokarmowe po zjedzeniu kebaba(3 osoby - te same objawy). Odradzam!!,Food poisoning after eating kebab ((3 people - the same symptoms).
5286,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Świetny kebab, szkoda, że nie macie lokalu w Warszawie",,"Świetny kebab, szkoda, że nie macie lokalu w Warszawie","Great kebab, too bad you don't have a place in Warsaw."
5294,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",2,"Zwykła kula mocy, nie wiem jak można nazwać to najlepszym kebabem w Rzeszowie. Ludzie Wy naprawdę nie jedliście dobrego kebaba.",,"Zwykła kula mocy, nie wiem jak można nazwać to najlepszym kebabem w Rzeszowie. Ludzie Wy naprawdę nie jedliście dobrego kebaba.",You guys really didn't eat a good kebab.
5295,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Wbijajcie bez wahania, dobry wybór opcji wege <3",,"Wbijajcie bez wahania, dobry wybór opcji wege <3","Insert without hesitation, a good choice of vege <3"
5296,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,Bardzo miła obsługa,,Bardzo miła obsługa,Very nice service.
5297,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,best kebab and very nice people :),najlepszy kebab i bardzo mili ludzie :),najlepszy kebab i bardzo mili ludzie :),best kebab and very nice people:)
5298,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,Great!!,Świetnie!!,Świetnie!!,Great!
5299,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,Best kebab in Rzeszow and best service!,,Best kebab in Rzeszow and best service!,Best kebab in Rzeszow and best service!
5302,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,Bardzo dobry kebab,,Bardzo dobry kebab,Very good kebab
5304,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,The best meal and service,Najlepszy posiłek i obsługa,Najlepszy posiłek i obsługa,Best meal and service
5307,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,Najlepszy kebab w mieście,,Najlepszy kebab w mieście,The best kebab in town
5308,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,The workers are very friendly,Pracownicy są bardzo przyjaźni,Pracownicy są bardzo przyjaźni,The employees are very friendly.
5309,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",1,Po mówi że rozumie a zna 5 opcji z menu mówię podwójny sos itd  no to popatrzcie jak to wygląda  tragedia  piri piri polecam na Rejtana,,Po mówi że rozumie a zna 5 opcji z menu mówię podwójny sos itd  no to popatrzcie jak to wygląda  tragedia  piri piri polecam na Rejtana,After he says he understands and knows 5 options from the menu I say double sauce etc well look what it looks like a tragedy piri piri recommend on Rejtana
5310,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,Cena jak z przed pandemii.,,Cena jak z przed pandemii.,It's like before the pandemic.
5312,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,Fiyat/performans açısından çok iyi. Ayrıca lezzetli.,Bardzo dobry pod względem ceny/wydajności. Również pyszne.,Bardzo dobry pod względem ceny/wydajności. Również pyszne.,Very good in terms of price/performance. Also delicious.
5313,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,"Abdulla is great, best service ever.","Abdulla jest świetna, najlepsza obsługa w historii.","Abdulla jest świetna, najlepsza obsługa w historii.","Abdulla is great, the best service ever."
5316,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Nie ma lepszego !!!!,,Nie ma lepszego !!!!,There is no better!!!
5318,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Wszystko ok 🙂,,Wszystko ok 🙂,It's okay.
5319,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Bardzo miła obsługa i kebab ciepły polecam bardzo serdecznie,,Bardzo miła obsługa i kebab ciepły polecam bardzo serdecznie,Very nice service and warm kebab I recommend very warmly
5322,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,"Smaczny zestaw , najlepsze są dodatki sałatki  świeże i odpowiednio dobrane.",,"Smaczny zestaw , najlepsze są dodatki sałatki  świeże i odpowiednio dobrane.","Tasty set, the best are the additions of fresh and appropriately selected salads."
5326,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Jeden z najlepszych kebabów w Rzeszowie. Lizaki dla maluchów to rewelacyjny pomysł! :),,Jeden z najlepszych kebabów w Rzeszowie. Lizaki dla maluchów to rewelacyjny pomysł! :),One of the best kebabs in Rzeszów. Lollipops for little ones is a great idea!:)
5327,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,"Kebab pierwsza klasa, idealnie przyprawiony, dobre sosy. Jeden z najlepszych jakie jadłem.",,"Kebab pierwsza klasa, idealnie przyprawiony, dobre sosy. Jeden z najlepszych jakie jadłem.","Kebab first class, perfectly seasoned, good sauces, one of the best I've ever had."
5328,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,"Najlepszy kebab jaki jadłam,pyszne mięso i surówka,dużo sosu przez co kebab nie był suchy.",,"Najlepszy kebab jaki jadłam,pyszne mięso i surówka,dużo sosu przez co kebab nie był suchy.","Best kebab I've ever had, delicious meat and pig iron, a lot of sauce so the kebab wasn't dry."
5329,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",1,"Sosy bez smaku, frytki zimne, mięsa prawie wgl nie było. Ludzie już nie wiedzą co to dobry kebab",,"Sosy bez smaku, frytki zimne, mięsa prawie wgl nie było. Ludzie już nie wiedzą co to dobry kebab","Sauce without taste, fries cold, meat almost gone. People no longer know what good kebab is."
5330,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Dobry kebab podawany inaczej niż w moim miejscu zamieszkania.,,Dobry kebab podawany inaczej niż w moim miejscu zamieszkania.,A good kebab served differently than my place of residence.
5334,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,"Bardzo dobre, danie na talerzu treściwe i smaczne. Ceny niewygórowane.",,"Bardzo dobre, danie na talerzu treściwe i smaczne. Ceny niewygórowane.","Very good, a dish on a plate of content and tasty. Prices are not excessive."
5335,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Dobre zarciuszko,,Dobre zarciuszko,That's a good one.
5336,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,My favorite spot,Moje ulubione miejsce,Moje ulubione miejsce,My favorite place
5338,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Najlepszy kebab w Rzeszowie jaki  jadłem polecam gorąco,,Najlepszy kebab w Rzeszowie jaki  jadłem polecam gorąco,The best kebab in Rzeszów I've ever had I recommend hot
5340,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",1,Najgorszy kebab w mieście ! Wy wogole dajecie mięso do tego kebaba czy tylko sałata pita sałata pita sałata pita ??? Nie polecam dałem szansę 4 raz z kolei więcej nie dam jak masz ochotę na sałatę i pite za 20 zł to eloooo,,Najgorszy kebab w mieście ! Wy wogole dajecie mięso do tego kebaba czy tylko sałata pita sałata pita sałata pita ??? Nie polecam dałem szansę 4 raz z kolei więcej nie dam jak masz ochotę na sałatę i pite za 20 zł to eloooo,Worst kebab in town! You guys give meat to this kebab or just salad pita salad pita salad pita???? I don't recommend giving you a chance 4 times in turn I won't give you any more if you want lettuce and drink for 20 zł it elooo
5341,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Mięso smaczne , surówki świeże .polecam",,"Mięso smaczne , surówki świeże .polecam","Tasty meat, fresh pig iron.recommend"
5346,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",2,"Ktoś kto uważa ten kebab za najlepszy w Rzeszowie chyba nigdy nie jadł dobrego kebaba. Paskudny majonezowy sos. ""Wołowina"" to mielonka.",,"Ktoś kto uważa ten kebab za najlepszy w Rzeszowie chyba nigdy nie jadł dobrego kebaba. Paskudny majonezowy sos. ""Wołowina"" to mielonka.",Someone who thinks this kebab is the best in Rzeszow has never eaten a good kebab.
5347,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Dobry Kebab.,,Dobry Kebab.,Good Kebab.
5349,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Weszliśmy , zamówiliśmy mega kebaba, i po 5 minutach był gotowy. Ja zawsze bardzo dobry. Jedyny minus tego miejsca w lecie to brak klimatyzacji albo chociaż jakiegoś wiatraka. Jest poprostu duszno w środku.",,"Weszliśmy , zamówiliśmy mega kebaba, i po 5 minutach był gotowy. Ja zawsze bardzo dobry. Jedyny minus tego miejsca w lecie to brak klimatyzacji albo chociaż jakiegoś wiatraka. Jest poprostu duszno w środku.","We went in, ordered a mega kebab, and after five minutes it was ready. I was always very good. The only downside of this place in the summer is the lack of air conditioning or at least some windmill. It's just stuffy inside."
5354,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",2,Witam jeśli chodzi o kebaba to w skali od 1 do 10 daję słabe 5. A jeśli chodzi o kierowcę to przepraszam że się urodziłem. Gość powiedział mi że w takie miejsca o tej porze kebaba się nie zamawia (to kiedy mam zamawiać bo nie wiem?) Pierwszy i ostatni raz. Są dużo fajniejsze kebaby w Rzeszowie i kierowca nie pracuję tam jak za karę. Dla zweryfikowani kierowcy zamówienie składałem o 21:19,,Witam jeśli chodzi o kebaba to w skali od 1 do 10 daję słabe 5. A jeśli chodzi o kierowcę to przepraszam że się urodziłem. Gość powiedział mi że w takie miejsca o tej porze kebaba się nie zamawia (to kiedy mam zamawiać bo nie wiem?) Pierwszy i ostatni raz. Są dużo fajniejsze kebaby w Rzeszowie i kierowca nie pracuję tam jak za karę. Dla zweryfikowani kierowcy zamówienie składałem o 21:19,Hello when it comes to kebabs on a scale of 1 to 10 I give weak 5. And when it comes to the driver I apologize for being born. Guy told me that in such places at this time kebabs do not order (it is when I order because I don't know?) First and last time. There are much cooler kebabs in Rzeszów and the driver does not work there as punishment. For verified drivers I ordered at 21:19
5355,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Idealna kolacja na wyjeździe.,,Idealna kolacja na wyjeździe.,Perfect dinner on the way out.
5360,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,Ten Lokal w ostatnim czasie uległ znaczącej poprawie. Rozbudowano i urozmaicone menu oraz poprawiono jakość mięsa. Jedzenie pyszne. Ponadto do każdego dania  serwowana jest herbatka i ciastko gratis. Przyjemna atmosfera i niesamowicie miła obsługa jedynie potęguje dobre wrażenie jakie wywiera ta restauracja,,Ten Lokal w ostatnim czasie uległ znaczącej poprawie. Rozbudowano i urozmaicone menu oraz poprawiono jakość mięsa. Jedzenie pyszne. Ponadto do każdego dania  serwowana jest herbatka i ciastko gratis. Przyjemna atmosfera i niesamowicie miła obsługa jedynie potęguje dobre wrażenie jakie wywiera ta restauracja,"This place has recently improved significantly. The menu has been expanded and varied and the quality of meat has been improved. Delicious food. In addition, tea and cookie are served for every dish free. A pleasant atmosphere and incredibly nice service only enhances the good impression this restaurant has."
5361,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,Очень вкусная еда. Мне очень понравились блюда и обслуживание клиентов было на высшем уровне.,"Bardzo smaczne jedzenie. Naprawdę podobało mi się jedzenie, a obsługa klienta była na najwyższym poziomie.","Bardzo smaczne jedzenie. Naprawdę podobało mi się jedzenie, a obsługa klienta była na najwyższym poziomie.","Very tasty food. I really liked the food, and the customer service was at the highest level."
5362,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,"Very good food and very friendly personel.
The best in Rzeszow, very clean and professional!!","Bardzo dobre jedzenie i bardzo przyjazny personel.
Najlepsze w Rzeszowie, bardzo czysto i profesjonalnie!!","Bardzo dobre jedzenie i bardzo przyjazny personel.
Najlepsze w Rzeszowie, bardzo czysto i profesjonalnie!!","Very good food and very friendly staff. Best in Rzeszów, very clean and professional!!"
5365,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,Pyszny kebab! Bardzo polecam,,Pyszny kebab! Bardzo polecam,Delicious kebab! I highly recommend
5366,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,Juda yaxshi tavsiya qilaman,Gorąco polecam,Gorąco polecam,I highly recommend it.
5367,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,Super!! Najlepszy kebab w Rzeszowie!!,,Super!! Najlepszy kebab w Rzeszowie!!,The best kebab in Rzeszow!
5368,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,bardzo dobry kebab,,bardzo dobry kebab,very good kebab
5371,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,Very delicious 😋 😍,Bardzo pyszne 😋 😍,Bardzo pyszne 😋 😍,It's very delicious.
5374,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,Najlepszy kebab w Rzeszowie! Mega posypka? Najlepsza!,,Najlepszy kebab w Rzeszowie! Mega posypka? Najlepsza!,The best kebab in Rzeszow!
5377,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",1,Nie polecam kebab zamówiony przez aplikację wolt nie dotarł pod wskazany adres dara umywa od tego ręce na telefonie siedzi nie miała Pani z którą ciężko jest się dogadać.,,Nie polecam kebab zamówiony przez aplikację wolt nie dotarł pod wskazany adres dara umywa od tego ręce na telefonie siedzi nie miała Pani z którą ciężko jest się dogadać.,I don't recommend a kebab ordered by an application volt didn't reach the indicated address gift washes hands off it on the phone sitting there you didn't have a lot to deal with.
5381,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",5,Very tasry,Bardzo smaczne,Bardzo smaczne,Very tasty.
5383,Dara kebab,Rzeszów,"Kwiatkowskiego, 35-311 Rzeszów, Polska",1,"Dostawa zamówienia na wynos była niestety rozczarowująca - brakowało jednej pozycji co samo w sobie dużym problemem nie było, problematyczna okazała się cała reszta. Po zgłoszeniu braku otrzymałam informację, że zwrot pieniędzy zostanie dokonany na moje konto. Minął tydzień, a na koncie nadal brakowało środków. Przy kolejnym kontakcie inna osoba poinformowała mnie, że zwrot jest możliwy tylko gotówką, na co się nie zgodziłam, gdyż nie miałam jak jej odebrać. Dodatkowo nikt nie skontaktował się ze mną wcześniej aby mnie o tym poinformować. Po blisko dwóch tygodniach wciąż nie otrzymałam zwrotu. Jestem zawiedziona taką obsługą i brakiem profesjonalizmu.",,"Dostawa zamówienia na wynos była niestety rozczarowująca - brakowało jednej pozycji co samo w sobie dużym problemem nie było, problematyczna okazała się cała reszta. Po zgłoszeniu braku otrzymałam informację, że zwrot pieniędzy zostanie dokonany na moje konto. Minął tydzień, a na koncie nadal brakowało środków. Przy kolejnym kontakcie inna osoba poinformowała mnie, że zwrot jest możliwy tylko gotówką, na co się nie zgodziłam, gdyż nie miałam jak jej odebrać. Dodatkowo nikt nie skontaktował się ze mną wcześniej aby mnie o tym poinformować. Po blisko dwóch tygodniach wciąż nie otrzymałam zwrotu. Jestem zawiedziona taką obsługą i brakiem profesjonalizmu.","The delivery of the take-out order was unfortunately disappointing - there was one item missing, which in itself was not a big problem, all the rest turned out to be problematic. After reporting the lack of cash, I received information that the money will be returned to my account. It was a week past, and the account still lacked funds. With the next contact, another person informed me that the return was only possible with cash, which I did not agree to because I had no way of picking it up. In addition, no one contacted me earlier to inform me. After nearly two weeks I still did not receive a return. I was disappointed with such service and lack of professionalism."
